about1,about2,about_family,age2,birth1,birth2,birth3,birth4,body1,body2,brothers,caste1,caste2,city2,college,complexion1,complexion2,created_for,degree,details,drinking1,drinking2,eating1,eating2,education2,employed1,employed2,family_type1,family_type2,father,fields,gotra,have_children,height1,height2,horoscope,income1,income2,last_login,living,manglik1,manglik2,marital_status1,marital_status2,mother,mother1,mother2,nakshatra,occupation,profileID,raasi,religion1,religion2,sisters,smoking1,smoking2,special1,special2,status1,status2,subcaste,url,values1,values2,weight1,weight2
"Hi, myself Ravi Patel, My nickname (RV), I have done diploma in EC field. I am a modern thinking boy and i love my parents. Looking for me a partner, who is good in nature, honest and understand people and also smart. At present, i am helping my Dad in his business.",,We are 4 members in family.,20 to 23,05 May 1993,01:45:00,India,Anand,Average,Average,0 brothers ,Leva patel,"Leva patel,Patel,Patel Leva,Vaishnav,Vaishnav Vania","Godhra,Thane,Nagpur,Surat,Kalyan,Surendranagar,Rajpipla,Rest of Gujarat,Anand,Ahmedabad,Dahod,Patan,Himmatnagar,Porbandar,Amreli,Palanpur,Vadodara,Bharuch,Mumbai,Tapi,Kheda,Navi Mumbai,Ahwa",,Wheatish ,Fair,Self,Engineering,"20 yrs, 5ft 10in,<br />
					
					
													
						Leva patel,
					
					
													
						Hindu, 
						
					
						
						Gujarati ,<br />
																							
					
					
					
				
					
							Engineering, 				
					
						  	
					 
					
					Anand,
					 India",No,No,Vegetarian,Vegetarian,"CA (Chartered Accountant),B.Com (Commerce),B.Pharm (Pharmacy),Engineering",Private Sector,Doesn't Matter,Joint family both parents,Joint family both parents,Business/Entrepreneur,Electronics/ Telecommunications,,No,5ft 10in,5ft 7in to 5ft 8in,,INR 25 lakhs to 30 lakhs,Doesn't Matter,"
						03 Nov 2013",Yes,No,Yes,Never Married,Never Married,Housewife,Gujarati,Gujarati,,,SMM1703417,Libra,Hindu,Hindu,1 sister ,No,No,None,None,Rich / Affluent,Middle Class,Others,,Modern,Moderate,65 Kgs,58 to 65 [Kgs]
"I am Umesh Walkar, working as a Sr. Embedded System Developer in R&D; Dept and also running my freelancing consultancy.",,,25 to 31,23 May 1993,,,,Slim,,,Dhobi,,,Other Engineering Institute,Fair ,,Self,BE B.Tech (Engineering),"20 yrs, 5ft 4in,<br />
					
					
													
						Dhobi,
					
					
													
						Hindu, 
						
					
						
						Marathi ,<br />
																							
					
					
					
				
					
							BE B.Tech (Engineering), 				
					
						  	
					
					Electronics, <br />
					 
					
					Navi Mumbai,
					 India",Occasionally,,Non Vegetarian,,,Private Sector,,,,,Electronics/ Telecommunications,,No,5ft 4in,5ft to 5ft 3in,,INR 7 lakhs to 10 lakhs,,"
						11 Nov 2013",,No,No,Never Married,Never Married,,Marathi,Marathi,,Electronics,SMF1719351,,Hindu,Hindu,,No,,None,,,,,,,,,
I m very simple high thinking person looking for someone who can understand me and my family who can take care of me and my family responsibilities and I would like to keep my partner always happy by all her wishes and plans.,,,19 to 20,25 Dec 1992,02:20:00,India,Bhopal,Average,Average,1 brother ,Kayastha,Kayastha,,Other General University,Fair ,Fair,Self,12th,"20 yrs, 5ft 7in,<br />
					
					
													
						Kayastha,
					
					
													
						Hindu, 
						
					
						
						Hindi ,<br />
																							
					
					
					
				
					
							12th, 				
					
						  	
					
					Others, <br />
					 
					
					India",No,No,Vegetarian,Vegetarian,"B.A. (Arts),B.Com (Commerce),B.Sc (Science)",Private Sector,Doesn't Matter,Nuclear,Nuclear,Service - Govt/ PSU,Commerce,,No,5ft 7in,5ft 2in to 5ft 5in,,INR Don't wish to specify,Doesn't Matter,"
						15 Sep 2013",Yes,No,No,Never Married,Never Married,Housewife,Hindi,Hindi,,Others,SMM1495181,,Hindu,Hindu,1 sister ,No,No,None,None,Middle Class,Middle Class,Srivastava,,Traditional,Traditional,60 Kgs,41 to 56 [Kgs]
"i m coool boy 
my hobbies playing cricket,watching movies.
mjhe simple swweeett ladki pasand h jo padi likhi ho ........
me jyada kisi se bat nahi karta sirf apne kam se kam rakhta hu...
mjhe sunday to sunday movie dekhna pasand h/........",,,19 to 24,28 Sep 1993,,,,Average,,,Sunni,Sunni,"Noida,Gurgaon,Faridabad,Greater Noida,Ghaziabad,Delhi",Delhi University,Very Fair ,,Self,B.Com (Commerce),"20 yrs, 5ft 8in,<br />
					
					
													
						Sunni,
					
					
													
						Muslim, 
						
					
						
						Hindi ,<br />
																							
					
					
					
				
					
							B.Com (Commerce), 				
					
						  	
					 
					
					Delhi,
					 India",No,,Non Vegetarian,,,Others,,,,,Other B.Com,,No,5ft 8in,5ft 8in,,INR 50 thousand to  1 lakh,,"
						20 Dec 2012",,,,Never Married,Never Married,,Hindi,Hindi,,,SMM1567862,,Muslim,Muslim,,No,,None,,,,Muslim - Malik,,,,,
"I am a simple, caring and loving person and seek someone for myself.",,,18 to 25,01 Jul 1993,07:12:00,Algeria,,Slim,,,Jain-Others,Sunni,,,Fair ,,Self,CA (Chartered Accountant),"20 yrs, 5ft 7in,<br />
					
					
													
						Jain-Others,
					
					
													
						Jain, 
						
					
						
						Telugu ,<br />
																							
					
					
					
				
					
							CA (Chartered Accountant), 				
					
						  	
					
					Export/ Import, <br />
					 
					
					Chirang,
					 India",No,,Non Vegetarian,,,MNC,,,,,,,No,5ft 7in,4ft 5in to 5ft 2in,,POUND &pound;100k and above,,"
						11 Dec 2012",,,,Never Married,Never Married,,Telugu,Hindi,,Export/ Import,SMM1473536,,Jain,Muslim,,No,,None,,,,Jain - Unspecified,,,,,
My Self Ajay Singh Somvanshi S/O Shri Mahendra Pratap Singh Somvanshi.I Live In Village Janardanpur Tahshil Rampur Baghelan Dis. Satna. Mai Rewa Me Reading Karta Hun. Rewa Ka Pincod Ha - 486001. Ma Dhekha Me Rahta Hun.,,,24 to 29,06 Jul 1993,21:27:00,India,,Athletic,,,Chaudary,Chaudary,,Other General Institute,Fair ,,Self,B.Com (Commerce),"20 yrs, 5ft 7in,<br />
					
					
													
						Chaudary,
					
					
													
						Hindu, 
						
					
						
						Hindi ,<br />
																							
					
					
					
				
					
							B.Com (Commerce), 				
					
						  	
					 
					
					Satna,
					 India",No,,Vegetarian With Eggs,,,Not Working,,,,,Commerce Pass,Atra,No,5ft 7in,5ft 1in to 5ft 6in,,,,"
						17 Jul 2012",,Do Not Know,Anshik,Never Married,Never Married,,Hindi,Hindi,,,SMF1435734,Aries,Hindu,Hindu,,Yes,,None,,,,,,,,,
,,,18 to 21,03 May 1993,05:30:00,India,Ludhiana,Average,,1 brother ,Bhatia,Bhatia,,,Fair ,,Self,Other Diploma,"20 yrs, 5ft 6in,<br />
					
					
													
						Bhatia,
					
					
													
						Hindu, 
						
					
						
						Punjabi ,<br />
																							
					
					
					
				
					
							Other Diploma, 				
					
						  	
					
					IT, <br />
					 
					
					Ludhiana,
					 India",No,,Vegetarian,,,Private Sector,,Joint family father mother and brothers sisters,,Business/Entrepreneur,Computer Science,bhatia,No,5ft 6in,4ft 8in to 5ft 6in,No,INR 1 lakh to 2 lakhs,,"
						08 Nov 2013",Yes,No,No,Never Married,Never Married,Teacher,Punjabi,"Hindi,Punjabi",Don't Know,IT,SMM1748377,Virgo,Hindu,Hindu,0 sisters ,No,,None,,Rich / Affluent,,,,Modern,,,
,,,21 to 26,15 Jun 1993,06:10:00,India,Delhi,Average,,3 brothers ,Others,,"Noida,Gurgaon,Faridabad,Greater Noida,Ghaziabad,Delhi","Delhi College of Engineering, Delhi University",Fair ,,Self,B.A. (Arts),"20 yrs, 5ft 9in,<br />
					
					
													
						Others,
					
					
													
						Muslim, 
						
					
						
						Hindi ,<br />
																							
					
					
					
				
					
							B.A. (Arts), 				
					
						  	
					 
					
					Delhi,
					 India",No,,Vegetarian,,,Not Working,,Joint family both parents,,Business/Entrepreneur,Language- English,,No,5ft 9in,4ft 5in to 4ft 10in,,,,"
						02 Nov 2013",Yes,,,Annulled,Doesn't Matter,Housewife,Hindi,Doesn't Matter,,,SMF1719704,,Muslim,Muslim,1 sister ,No,,None,,High Class,,Muslim - Others,,Traditional,,,
,,,21 to 22,10 Apr 1993,,,,Average,,0 brothers ,Brahmin - Havyaka,Brahmin,Shimoga,,Fair ,,Self,12th,"20 yrs, 5ft 4in,<br />
					
					
													
						Brahmin - Havyaka,
					
					
													
						Hindu, 
						
					
						
						Kannada ,<br />
																							
					
					
					
				
					
							12th, 				
					
						  	
					
					Agriculture, <br />
					 
					
					Shimoga,
					 India",No,,Vegetarian,,,Others,,Others,,Passed,Arts/ Humanities/ Social Sciences,kashyapa,No,5ft 4in,4ft 11in to 5ft 5in,,INR 1 lakh to 2 lakhs,,"
						17 Oct 2013",No,Do Not Know,Doesn't Matter,Never Married,Never Married,Housewife,Kannada,Kannada,Jyesta/ Kettai,Agriculture,SMF1710951,Scorpio,Hindu,Hindu,0 sisters ,No,,None,,Middle Class,,,,,,55 Kgs,
,,,20 to 25,27 Feb 1993,,,,Average,,,Catholic,Catholic,,,Very Fair ,,Daughter,MBBS,"20 yrs, 5ft 6in,<br />
					
					
													
						Catholic,
					
					
													
						Christian, 
						
					
						
						Malayalam ,<br />
																							
					
					
					
				
					
							MBBS, 				
					
						  	
					
					Health Care, <br />
					 
					
					Alappuzha,
					 India",No,,Vegetarian,,,State Government,,,,,Medicine,,No,5ft 6in,5ft 6in to 6ft 3in,,INR 7 lakhs to 10 lakhs,,"
						07 Nov 2013",,No,,Never Married,Never Married,,Malayalam,"English,Tamil,Malayalam",,Health Care,SMF1756407,,Christian,Christian,,No,,None,,,,Christian - Roman Catholic,,,,,
